"Time","Events","ExG97","ExG98","ExG99","ExG100","ExG101","ExG102","ExG103","ExG104","ExG105","ExG106","ExG107","ExG108","ExG109","ExG110","ExG111","ExG112"
0:18:06.886,,1.203,-0.080,0.066,1.370,-1.218,-0.467,0.244,-2.629,1.111,0.617,-1.407,0.821,-0.823,1.509,-0.514,0.243
0:18:06.886,,0.378,0.203,-0.337,1.984,-0.604,-0.587,1.046,0.535,0.421,-1.734,-0.351,0.200,-1.226,-0.074,0.707,-0.536
0:18:06.887,,4.139,-1.100,-2.318,1.649,-1.273,-0.830,0.525,-0.256,1.347,-2.657,1.067,-0.871,-0.342,0.027,0.640,0.141
0:18:06.887,,3.220,-1.603,-1.440,1.161,-0.774,-0.375,-0.619,0.022,-0.538,-0.412,-0.056,0.245,0.932,-0.224,-0.640,0.984
0:18:06.888,,4.787,-1.852,-0.610,2.347,-0.372,-1.840,-1.809,0.493,-1.117,0.466,0.354,1.121,-2.132,0.740,-0.883,0.178
0:18:06.888,,3.818,-0.109,-0.453,1.687,-0.088,-1.462,-1.028,1.894,-0.873,-0.222,2.675,0.329,-1.273,-3.217,-1.090,-0.510
0:18:06.889,,4.753,0.636,-1.164,1.285,0.063,-0.876,-0.385,0.509,0.285,0.944,0.543,-0.583,-0.229,-1.908,-1.731,-2.023
0:18:06.889,,3.842,0.889,-2.285,1.893,1.276,-1.402,-2.471,-0.232,0.533,-1.411,-0.844,2.113,0.454,0.552,-2.900,-0.111
0:18:06.890,,4.149,0.705,-1.624,0.251,0.580,1.539,-0.929,-0.156,-0.814,-2.514,-0.508,0.882,0.710,-1.648,-1.560,1.032
0:18:06.890,,5.285,-0.021,0.459,0.731,0.735,1.458,-1.717,0.056,-0.614,-0.638,-0.308,-1.852,-0.200,0.443,-0.350,-3.401
0:18:06.891,,2.633,-0.274,0.591,1.411,0.109,-0.153,-0.122,1.271,-0.264,-0.756,-0.069,-1.616,0.496,-1.040,0.956,-3.095
0:18:06.891,,3.407,0.539,-2.600,2.779,-0.772,-0.306,-0.727,-0.207,-0.478,-0.229,0.760,-0.930,-0.542,-1.145,1.566,-1.206
0:18:06.892,,4.432,0.084,-2.193,3.526,-0.841,-0.950,0.355,0.242,0.767,0.804,-1.657,-2.912,0.771,-1.542,-0.101,-0.916
0:18:06.892,,3.772,-0.160,-0.615,2.744,-0.174,-2.278,1.091,0.085,0.580,0.760,-1.497,-1.966,-0.791,0.814,-2.214,-0.265
0:18:06.893,,3.073,-0.507,-1.529,3.003,-0.258,0.074,0.583,-1.132,1.303,-1.050,-1.548,1.314,-0.362,0.200,-2.416,-0.891
0:18:06.893,,4.568,0.597,-2.292,2.027,-1.155,0.314,-1.038,-0.117,2.063,0.055,-0.622,0.335,-1.115,0.030,-2.457,-1.302
0:18:06.894,,4.538,1.803,-1.529,1.653,-0.295,-2.099,-2.357,-0.901,1.817,0.852,-1.157,0.537,0.465,-0.301,-1.929,-1.232
0:18:06.894,,3.726,0.684,-0.736,0.415,-0.656,-0.004,-0.835,-1.335,0.240,0.285,-0.043,-1.221,1.866,-0.070,0.599,-3.030
0:18:06.895,,3.582,-0.356,-1.478,1.844,0.010,0.277,0.125,0.367,0.264,0.591,-0.587,-2.626,0.141,-0.601,0.084,-1.595
0:18:06.895,,3.863,-0.852,-1.129,3.776,-0.301,-0.449,-1.315,2.219,1.023,-0.041,-1.376,-0.794,-2.253,-2.104,-1.064,0.743
0:18:06.896,,3.748,0.256,-1.472,3.466,-0.136,0.177,-0.050,0.249,2.303,0.170,-0.369,-3.052,-0.477,-2.333,-1.511,-1.060
0:18:06.896,,1.764,-0.484,0.749,2.536,0.607,-0.106,-1.215,-0.527,0.611,-0.285,1.353,1.083,-2.033,-1.408,-1.640,-1.077
0:18:06.896,,2.202,-1.456,-2.455,2.098,0.215,-0.201,0.774,-1.397,0.721,-0.212,-0.597,3.772,-0.378,-1.139,0.425,-2.356
0:18:06.897,,2.413,0.634,-2.478,3.038,0.395,-1.253,0.195,0.134,1.011,-0.220,-1.246,1.030,-0.819,-2.369,-0.277,-0.186
0:18:06.897,,2.047,-0.072,-2.594,1.156,-0.272,-0.721,-1.554,1.934,-0.008,2.099,1.039,0.452,-0.153,-2.187,1.043,-2.158
0:18:06.898,,4.267,-0.340,-0.909,3.912,-0.345,0.106,0.486,1.823,1.834,-1.530,-0.010,-2.784,-2.023,-2.456,-0.441,-1.504
0:18:06.898,,2.697,0.576,-1.453,3.379,1.226,-0.744,2.095,-0.037,3.037,-0.068,-0.108,-2.833,-2.372,-2.482,-0.580,-2.401
0:18:06.899,,1.936,0.295,-0.093,1.591,0.548,-0.574,1.495,-2.364,1.287,1.326,0.299,0.681,-0.160,-3.891,-2.559,0.094
0:18:06.899,,0.775,1.056,0.312,2.026,-0.077,-1.161,0.081,-2.537,-0.530,2.082,0.971,1.619,-0.157,-0.680,-3.442,-0.290
0:18:06.900,,0.462,0.277,-1.567,1.885,1.495,-0.236,0.015,-0.873,1.257,1.597,0.073,0.884,-0.595,-2.556,-2.379,0.382
0:18:06.900,,0.707,0.234,-1.521,1.825,-1.674,-2.347,0.199,1.539,1.472,-0.290,0.540,-0.212,0.831,-1.461,-1.192,1.472
0:18:06.901,,0.323,0.498,-2.394,3.028,-2.040,-1.797,0.762,1.655,0.691,0.109,0.886,0.544,0.616,-1.404,-0.287,-1.225
0:18:06.901,,1.708,1.039,-3.214,2.110,0.144,-0.462,0.069,-0.836,2.336,1.773,-0.400,0.834,0.402,-2.160,-1.276,-1.991
0:18:06.902,,0.429,1.034,-2.989,3.420,0.222,-0.099,-0.798,-0.023,2.173,0.675,2.173,0.619,-0.147,-2.897,-0.569,-3.091
0:18:06.902,,0.835,-0.476,-2.246,2.921,-0.512,-2.546,0.121,0.711,1.576,1.762,1.393,0.558,0.751,-2.116,-0.810,-1.793
0:18:06.903,,1.884,1.188,-0.175,3.478,-0.871,-3.365,-2.306,1.438,1.741,0.366,0.246,-2.046,1.314,0.429,-0.900,-2.431
0:18:06.903,,0.618,0.310,0.773,4.355,-1.304,0.130,-0.683,0.800,-0.087,-1.255,0.409,-0.965,-1.793,-0.030,-0.215,-1.080
0:18:06.904,,0.373,0.245,1.049,3.844,0.432,0.063,0.362,1.123,-0.575,-0.203,-2.895,-1.144,-1.729,-0.509,-1.028,0.610
0:18:06.904,,0.794,1.323,0.946,2.248,-0.693,0.857,-0.706,1.394,0.117,2.162,-1.872,-1.017,0.042,-0.005,-3.960,-1.712
0:18:06.905,,-0.469,-0.911,1.322,2.689,0.059,-0.135,1.289,0.822,2.338,0.625,-0.633,-0.420,-0.186,-1.496,-0.169,-4.726
0:18:06.905,,1.018,-1.173,-0.978,0.710,1.315,0.487,2.260,1.521,1.725,-0.380,-0.304,-3.102,0.728,-1.061,-0.044,-2.787
0:18:06.906,,1.974,1.842,-1.988,0.192,1.011,0.314,-0.686,1.933,-0.682,-0.040,-0.943,-1.892,1.139,0.196,-2.061,-0.426
0:18:06.906,,0.787,0.599,-0.004,-0.704,0.169,0.740,0.221,-0.076,-0.992,-1.979,-1.047,-1.919,0.393,1.999,2.839,-1.072
0:18:06.907,,0.337,-1.022,0.137,2.643,-1.030,0.346,-0.135,2.879,-0.484,-1.942,-0.579,-2.784,0.399,1.751,0.666,-1.156
0:18:06.907,,1.701,-0.743,0.445,3.143,-0.273,0.421,-0.351,2.028,-0.362,-1.850,-0.763,-0.413,-1.006,-1.355,0.855,-1.415
0:18:06.908,,1.816,0.618,1.772,3.449,-0.979,1.228,1.707,-0.143,-0.857,-2.898,-2.058,-1.093,-0.020,-0.538,-0.930,-1.148
0:18:06.908,,1.905,0.185,0.795,2.224,0.888,-0.488,1.070,3.096,-2.742,0.709,-2.363,-1.875,0.909,-2.118,-1.545,-0.627
0:18:06.909,,3.486,0.976,-0.972,3.091,-0.074,0.078,0.211,1.639,0.755,-0.883,0.633,-1.465,-1.966,-2.400,-1.749,-1.470
0:18:06.909,,2.641,-1.006,-0.820,2.038,0.854,-1.702,-0.429,-0.004,1.656,-0.147,-0.356,-1.353,0.852,-0.966,-1.232,-0.003
0:18:06.910,,2.204,-0.726,-0.552,3.275,0.889,-0.985,1.544,-0.656,0.153,-0.195,-0.713,-2.720,-0.661,-0.738,0.459,-0.651
0:18:06.910,,1.406,-0.624,0.021,4.410,2.123,-0.091,2.065,1.221,-1.348,-0.770,0.057,-2.415,-2.649,-1.216,-1.926,-0.202
0:18:06.911,,4.799,-0.568,1.967,1.239,0.723,0.207,-0.828,0.658,-1.462,-1.964,0.532,-0.529,-2.526,-0.795,0.930,-2.336
0:18:06.911,,3.470,0.539,1.982,1.655,0.384,0.249,0.069,1.090,-0.302,-2.624,-0.857,-2.095,-1.921,0.216,-0.839,-1.106
0:18:06.912,,4.025,1.866,0.157,2.443,1.582,-0.573,-0.964,0.636,0.167,-2.102,-0.384,-1.748,-2.127,-0.509,-2.238,-0.356
0:18:06.912,,4.784,2.416,0.274,2.085,-0.807,-0.253,-1.323,1.260,-1.585,-0.029,-1.236,0.290,-2.126,-2.007,-0.519,-1.332
0:18:06.913,,3.847,2.253,1.751,1.924,-1.011,-0.759,1.675,-1.060,-0.462,0.457,-2.174,-0.918,-1.283,-3.122,0.475,-1.593
0:18:06.913,,1.126,0.582,-1.804,1.062,0.523,0.346,2.289,1.365,-0.943,0.381,-1.134,-0.861,1.343,-1.076,-0.923,-2.222
0:18:06.914,,3.114,2.632,0.468,1.451,0.917,-0.108,-0.572,0.296,-0.104,-0.246,-1.105,0.050,-1.247,-1.837,-1.928,-1.812
0:18:06.914,,2.723,0.166,-0.429,3.162,-0.588,-0.941,0.115,0.188,1.484,0.447,0.782,-1.577,-0.189,-2.362,-1.170,-1.792
0:18:06.915,,0.246,0.152,0.954,3.029,0.228,0.800,-2.306,0.790,0.459,0.193,-0.533,-0.618,0.562,-2.029,-0.303,-1.621
0:18:06.915,,1.164,0.368,-0.014,1.847,1.347,1.399,-0.649,2.053,1.335,0.176,0.307,-0.812,-1.274,-3.418,-1.581,-2.366
0:18:06.916,,1.852,-0.551,-1.163,4.070,-0.495,0.145,0.448,0.401,0.843,1.004,0.047,-0.713,1.043,-2.498,-3.192,-1.243
0:18:06.916,,0.147,-1.903,-2.371,2.557,0.694,1.291,0.383,0.417,2.276,1.301,1.802,2.475,0.268,-3.847,-5.077,-0.289
0:18:06.917,,-0.530,0.693,-0.079,2.517,1.867,-0.752,1.474,-0.546,2.921,1.651,-0.823,-0.734,-0.370,-2.606,-4.370,-0.425
0:18:06.917,,-0.477,1.368,0.945,4.840,-1.075,-0.958,0.528,-0.438,1.216,1.807,0.817,-0.178,-0.269,-4.108,-3.413,-0.674
0:18:06.917,,2.685,0.543,1.933,3.955,-1.007,0.591,0.402,-1.594,0.254,0.775,0.697,2.965,-2.417,-4.261,-3.152,-2.230
0:18:06.918,,1.917,-0.275,0.017,4.295,-1.536,0.184,-0.006,-0.631,1.088,1.863,1.981,0.368,-1.696,-4.468,-1.315,-1.760
0:18:06.918,,0.535,1.396,-0.376,2.316,-0.410,-0.707,0.095,0.094,1.417,2.538,1.387,1.482,-4.199,-2.802,-1.977,-0.906
0:18:06.919,,0.491,2.095,0.145,1.480,-0.382,-1.849,1.576,-0.199,0.031,1.288,2.646,1.200,-1.028,-3.309,-1.116,-2.967
0:18:06.919,,1.529,1.114,0.215,0.192,-0.931,-1.405,2.822,-0.394,-0.067,0.515,0.603,1.663,0.063,-1.587,0.077,-4.267
0:18:06.920,,2.246,0.476,-2.016,0.893,-0.112,0.628,0.994,0.272,1.682,1.026,2.160,1.296,-2.576,-2.552,-1.589,-2.825
0:18:06.920,,2.435,-2.236,0.067,1.869,1.679,0.158,-0.120,-0.692,1.203,0.356,0.638,2.245,-2.111,-2.284,-1.380,-1.692
0:18:06.921,,2.441,-0.049,-0.385,4.988,1.252,-2.249,-1.017,-0.869,-1.370,2.016,0.517,1.390,-2.863,-2.002,-2.725,0.992
0:18:06.921,,3.273,-0.987,1.562,4.287,0.466,-2.157,0.009,0.050,2.974,-1.215,-0.728,-3.365,-2.100,0.041,-2.384,0.354
0:18:06.922,,2.706,-0.626,1.315,4.643,0.230,0.852,1.909,-0.012,0.160,-2.006,-2.294,-2.326,-2.498,1.118,-0.770,-2.355
0:18:06.922,,2.483,-1.544,0.688,2.382,-1.267,-1.265,0.783,1.924,0.300,-1.507,-0.224,-1.090,0.940,-0.940,0.924,-2.579
0:18:06.923,,2.844,-2.528,-2.540,2.739,-0.345,0.870,1.696,0.714,1.930,-0.863,-0.345,-0.237,-1.806,-1.839,-0.370,0.086
0:18:06.923,,2.591,-0.816,-0.130,3.118,1.951,0.737,-1.016,-1.010,1.268,-2.051,-0.969,0.675,-0.959,-0.857,-0.622,-1.887
0:18:06.924,,1.876,-0.494,1.241,2.926,-0.740,-0.056,-0.343,0.080,-0.312,-0.107,0.170,1.802,-1.030,0.096,-2.299,-2.823
0:18:06.924,,2.487,-0.788,0.026,3.054,-2.387,-1.059,0.649,-1.743,0.731,0.698,-1.978,1.019,-0.136,0.425,-0.812,-0.318
0:18:06.925,,2.442,-0.813,1.671,0.507,0.464,-1.057,0.471,0.129,0.842,-0.867,-2.153,-1.273,-0.007,-0.490,-0.840,0.875
0:18:06.925,,1.078,-0.076,0.847,2.060,1.753,2.239,0.313,-1.321,-0.877,-1.032,-3.647,-0.439,-0.154,-1.011,-0.919,1.227
0:18:06.926,,3.536,2.238,-0.592,3.330,0.349,1.269,0.382,-0.532,-1.508,-2.846,-1.654,0.071,-1.295,-1.617,-0.148,-0.918
0:18:06.926,,2.542,0.917,0.227,0.808,-2.020,0.083,-0.850,0.914,-0.285,-2.744,-0.326,1.979,0.255,-0.884,0.248,-0.887
0:18:06.927,,1.165,1.239,0.989,0.399,-0.079,-1.792,-0.592,0.306,-0.103,-1.334,0.883,-0.475,1.304,-1.556,0.140,-0.469
0:18:06.927,,2.022,1.677,0.740,-0.668,0.436,-1.927,0.219,-0.597,-0.194,-2.269,0.929,-0.283,0.889,0.227,0.063,-1.269
0:18:06.928,,1.237,2.244,0.180,3.044,-0.217,-2.201,-1.315,-2.423,0.947,0.033,-1.340,-0.861,1.252,-0.448,0.619,-0.742
0:18:06.928,,0.911,1.559,0.932,0.981,-0.291,-0.433,-0.989,-3.218,0.053,-0.817,-0.350,0.736,-1.471,0.980,2.020,-0.561
0:18:06.929,,1.380,1.211,-0.728,1.625,-1.595,-0.340,0.465,-0.729,0.249,-0.814,-0.652,0.583,-1.314,-2.028,1.940,0.620
0:18:06.929,,0.766,3.235,-2.635,-1.045,1.011,-0.734,-0.367,-0.307,-0.617,-0.366,-0.426,1.274,-2.170,-0.591,1.439,1.455
0:18:06.930,,0.053,1.737,-2.560,-0.473,0.997,1.446,-1.329,-0.602,0.246,0.430,-0.675,0.401,-0.633,1.344,-0.734,0.345
0:18:06.930,,2.077,1.517,0.374,-0.824,2.243,0.074,0.638,-0.632,-1.796,1.355,0.251,-2.082,-0.885,-1.175,-1.100,0.030
0:18:06.931,,0.799,2.892,0.053,-0.357,0.194,-0.228,-0.397,-0.513,-1.072,1.256,-1.058,0.145,0.319,0.395,-1.085,-1.260
0:18:06.931,,-0.863,0.337,1.261,1.647,-1.434,-0.813,-0.585,-0.493,0.454,-0.179,0.257,-1.936,0.824,0.760,1.362,-0.551
0:18:06.932,,-0.998,0.841,0.650,2.013,-0.803,-0.476,-0.117,0.202,2.262,-0.392,-0.490,-3.045,-0.521,-0.232,1.297,-0.095
0:18:06.932,,1.575,2.438,-0.994,2.924,0.881,0.726,1.693,0.381,-1.191,-0.288,-0.221,-2.735,0.658,-2.038,-1.906,-1.772
0:18:06.933,,0.575,0.943,-1.108,-0.759,-0.157,-0.635,-0.570,1.534,0.371,2.037,0.291,-0.364,-0.617,0.762,-3.390,1.077
0:18:06.933,,2.775,0.049,1.215,1.206,0.073,0.461,0.858,-0.669,-0.487,1.080,-1.701,0.621,-1.099,0.305,-2.492,-2.227
0:18:06.934,,0.362,2.201,0.536,1.872,1.016,0.242,0.931,-1.276,-0.155,-1.375,0.537,1.464,-1.718,-0.847,-1.377,-2.549
0:18:06.934,,-2.699,1.827,-0.088,2.494,1.625,-1.118,-1.014,0.213,1.378,-0.085,1.166,-1.074,1.245,-0.687,-0.079,-3.205
0:18:06.935,,-0.242,2.267,-0.573,1.481,1.979,0.825,-0.783,2.433,0.931,-2.745,-1.424,-0.154,0.391,-1.204,0.236,-3.448
0:18:06.935,,0.845,1.406,-1.377,4.590,1.190,0.889,-1.124,-1.005,1.360,-2.871,-1.414,0.572,-1.088,-2.179,1.264,-1.047
0:18:06.936,,0.682,-0.544,-0.660,3.101,0.848,-0.137,-1.856,0.042,-0.020,0.403,1.314,1.200,-0.766,-2.841,-0.069,-0.603
0:18:06.936,,1.438,0.540,-0.472,3.421,3.189,1.844,0.120,-1.460,-0.915,-0.465,0.072,1.942,-2.668,-3.622,-1.794,-1.279
0:18:06.937,,0.138,0.352,-2.967,3.422,0.159,-0.228,1.754,-1.468,2.965,-1.222,0.184,0.015,-0.534,-1.852,-0.392,-0.270
0:18:06.937,,1.232,-0.568,-1.481,4.803,0.188,-1.097,0.195,-2.362,0.232,0.327,1.936,-0.565,-2.480,-1.991,0.703,1.059
0:18:06.938,,2.521,0.428,0.159,5.101,0.762,-1.547,-1.632,-0.327,-0.119,1.357,-0.609,1.635,-2.615,-2.586,-0.951,-1.632
0:18:06.938,,1.316,1.871,-1.591,3.743,0.715,-1.931,0.526,-2.488,-0.250,-0.115,-1.947,1.007,-0.608,1.100,-0.114,-1.146
0:18:06.938,,0.033,0.352,0.009,4.696,1.304,-1.756,-0.820,-2.276,-0.079,0.043,-1.306,0.848,0.878,-0.176,-0.906,-0.904
0:18:06.939,,2.763,-2.158,-2.538,4.196,-0.645,0.020,0.248,-0.415,0.645,0.133,-0.355,0.170,-1.240,-1.436,-0.253,0.970
0:18:06.939,,1.821,1.549,-0.930,4.069,0.578,1.664,-1.377,-1.985,0.149,0.933,0.140,0.441,-1.470,-2.183,-0.318,-2.953
0:18:06.940,,2.117,-0.743,0.104,3.368,0.293,-0.623,-1.513,-0.180,0.259,1.248,2.437,-1.243,-0.775,-2.103,-1.162,-1.497
0:18:06.940,,0.777,-1.539,-0.856,3.563,0.748,-0.504,-1.186,-0.416,1.497,0.665,2.692,-0.025,-1.775,-0.423,-3.037,-0.232
0:18:06.941,,2.905,-0.188,-1.571,2.635,0.679,0.026,-1.342,-1.027,2.343,1.810,0.823,0.660,-3.266,-1.610,-2.932,-0.015
0:18:06.941,,1.999,-0.393,-2.851,4.575,2.765,0.100,-0.817,-1.518,1.447,-0.758,0.358,0.791,-1.640,-1.295,-3.064,0.386
0:18:06.942,,1.033,-0.493,-1.823,5.024,1.708,-0.222,1.186,-1.786,0.616,-1.889,0.497,-0.382,-0.585,-0.818,-2.455,0.495
0:18:06.942,,0.092,0.758,-0.925,3.794,0.387,-1.149,-1.122,-0.726,1.684,-0.322,1.441,1.055,-0.894,-0.909,0.262,-3.459
0:18:06.943,,1.595,1.047,-0.365,1.334,2.391,2.516,-2.673,-1.150,1.003,-1.228,1.459,0.120,-1.580,-1.278,0.122,-3.317
0:18:06.943,,3.606,0.316,-0.278,1.167,-0.139,3.051,-1.577,-2.106,-0.621,-0.230,1.367,0.908,-1.293,-0.237,-2.574,-1.396
0:18:06.944,,3.100,-0.457,-1.660,0.922,0.040,1.609,-0.224,-1.714,0.327,0.060,0.218,0.203,-1.124,0.309,-0.496,-1.167
0:18:06.944,,1.134,-1.210,-1.097,2.840,-0.633,1.226,-1.704,-1.919,1.908,-0.269,-1.268,0.539,-0.251,0.529,-0.983,1.088
0:18:06.945,,0.605,-0.410,-0.955,2.131,0.528,1.479,-0.514,-1.873,-0.117,0.013,0.027,-0.260,0.561,-0.700,-0.467,-0.032
0:18:06.945,,2.978,-0.532,0.559,1.680,2.130,2.026,-0.939,-1.834,0.119,-1.352,-0.629,-0.680,0.072,-1.994,-2.012,0.344
0:18:06.946,,3.067,0.923,-0.767,4.128,1.427,-0.133,-0.727,-1.065,0.449,-0.354,-1.066,-0.577,-0.820,-0.907,-3.673,-0.041
0:18:06.946,,2.456,-1.044,-0.532,1.467,0.623,-0.516,-0.289,-0.898,1.743,0.721,0.527,-0.114,-0.411,-2.464,-2.315,1.100
0:18:06.947,,3.531,-2.514,-1.510,3.124,0.840,-1.334,0.046,-1.561,0.408,0.426,-0.692,0.183,1.643,-2.276,-0.368,0.116
0:18:06.947,,3.172,1.131,0.956,1.714,0.129,-3.424,0.859,-1.070,0.591,-0.909,-0.642,3.149,-1.033,-2.729,-1.613,-0.357
0:18:06.948,,2.112,2.300,1.022,2.435,2.695,-5.869,0.411,-0.813,-1.390,-1.981,0.433,1.373,-0.665,-0.409,-0.942,-0.742
0:18:06.948,,1.221,0.960,-0.535,0.782,0.845,-3.038,-0.743,-0.778,0.618,-0.186,-1.078,0.556,1.157,1.084,-0.630,-0.143
0:18:06.949,,0.635,1.535,-1.610,1.620,-0.878,-0.884,0.162,-0.040,0.878,0.478,-0.367,0.656,-0.665,0.474,0.627,-2.730
0:18:06.949,,1.458,1.262,-1.629,2.597,-0.913,-0.898,0.776,0.317,-0.241,-0.781,-3.266,-0.021,-0.558,1.113,1.805,-1.034
0:18:06.950,,4.157,0.312,-1.056,4.097,-0.327,-1.995,-1.701,-0.832,0.804,-2.431,-1.228,0.850,-1.540,0.634,1.483,-1.183
0:18:06.950,,4.924,-2.223,-0.540,0.816,-1.533,-1.545,0.106,-0.537,0.233,-2.180,1.263,-0.189,-0.010,0.526,-0.003,0.902
0:18:06.951,,2.759,-1.049,-0.638,1.358,0.650,-0.766,-0.002,-1.426,-0.582,-0.780,2.937,-1.217,0.893,-0.803,-0.750,-0.526
0:18:06.951,,1.630,-0.829,1.298,3.231,1.853,-0.861,0.146,-1.850,-0.024,-0.388,2.197,-2.113,0.023,-3.017,-1.629,0.428
0:18:06.952,,3.164,-1.085,0.175,1.624,-0.493,-1.725,-0.481,0.548,0.087,1.392,1.658,-0.919,-1.904,-1.482,-1.605,1.054
0:18:06.952,,2.343,1.248,-1.650,1.692,-1.299,-0.405,0.117,-0.720,-0.234,0.650,0.480,-1.774,-1.154,1.129,1.928,-2.298
0:18:06.953,,1.847,1.623,-0.409,2.530,2.018,0.312,-0.812,-1.743,-0.718,-0.167,0.839,-1.472,0.257,-1.676,-0.332,-1.992
0:18:06.953,,2.503,0.777,-0.749,2.104,1.565,-0.277,0.309,-0.345,-1.688,0.158,-0.632,0.335,-0.299,-1.278,-1.121,-1.496
0:18:06.954,,4.008,-1.358,-1.083,2.739,1.755,-0.261,-2.455,-0.969,-1.411,0.831,0.085,0.084,-0.452,-1.700,-0.972,1.239
0:18:06.954,,2.974,-0.939,-0.353,2.246,0.318,-0.712,-0.264,-1.309,0.870,0.277,-0.650,-0.389,1.221,-2.112,-0.631,-0.611
0:18:06.955,,3.573,1.504,-0.157,1.904,-0.912,-0.746,-2.419,0.584,0.454,1.026,-0.256,-3.647,-0.508,-0.335,-0.104,0.071
0:18:06.955,,2.987,-0.129,-0.381,0.763,-0.465,-0.896,-1.852,-0.606,2.446,1.880,0.279,-3.689,-2.186,0.809,1.538,-0.377
0:18:06.956,,2.653,-0.284,1.303,0.706,-0.006,-1.523,-2.198,-0.880,1.955,0.861,-1.371,-1.323,-1.247,0.956,1.449,-1.015
0:18:06.956,,0.657,-1.065,0.202,1.721,0.559,0.533,-0.229,-2.058,0.380,0.706,-1.253,1.237,-0.658,1.786,-0.365,-2.256
0:18:06.957,,0.378,-1.240,-0.007,1.462,0.330,-1.277,-0.031,-1.150,1.744,1.494,0.370,1.674,-1.038,0.649,-2.783,-0.649
0:18:06.957,,1.868,-1.110,-1.852,1.102,1.620,-2.529,-0.413,-0.056,1.636,3.204,-0.775,0.489,-1.994,0.188,-1.180,-0.098
0:18:06.958,,0.776,-0.494,-0.284,3.060,-2.076,-1.272,-0.231,-0.634,2.026,1.489,-1.451,0.608,-1.181,0.468,-0.648,-0.275
0:18:06.958,,-0.435,-1.217,2.057,3.095,-0.788,1.254,-0.148,1.433,-1.756,-0.043,-2.171,-0.696,-0.600,0.756,-0.487,-0.360
0:18:06.958,,0.272,-0.858,-0.124,3.075,1.588,-0.046,-1.177,2.080,-1.961,-0.026,-1.511,0.642,-0.608,0.135,-1.656,0.140
0:18:06.959,,3.254,0.051,-0.678,5.009,1.088,-1.430,0.018,-0.978,0.144,1.370,-0.588,-1.390,-1.152,-2.787,-2.154,0.124
0:18:06.959,,1.272,-0.930,0.387,1.109,1.051,-0.584,0.377,-1.836,2.191,2.023,1.137,-4.333,-2.095,0.171,-0.227,0.222
0:18:06.960,,1.656,-0.948,-0.273,0.255,1.155,-1.413,-0.587,-2.655,2.628,0.991,1.488,-1.535,-1.890,3.105,-0.099,-1.871
0:18:06.960,,2.374,0.184,0.760,0.277,-0.080,-1.019,-0.800,-1.340,2.096,1.766,-0.205,-1.483,0.503,0.002,-1.111,-1.912
0:18:06.961,,1.997,-0.212,-0.797,1.784,0.580,-0.138,0.216,-1.463,3.151,0.254,0.609,-0.877,-0.390,-1.362,-0.461,-2.828
0:18:06.961,,4.423,-0.105,-1.048,1.409,1.070,0.348,1.956,-1.597,1.832,2.491,-0.035,-4.175,-2.766,0.129,-1.133,-2.856
0:18:06.962,,1.106,1.059,-0.298,0.297,0.126,0.376,0.108,-1.131,1.380,-0.184,1.620,-2.196,1.118,-0.284,-1.165,-2.010
0:18:06.962,,1.638,1.710,-2.076,1.191,0.862,0.571,0.498,-0.976,2.425,-0.044,1.988,-2.044,0.462,-1.212,-3.241,-1.692
0:18:06.963,,0.850,1.112,-1.144,2.846,1.125,0.121,-1.285,-2.199,2.300,1.596,0.774,-1.400,1.303,-2.444,-1.626,-1.918
0:18:06.963,,0.195,2.431,-1.494,3.383,1.070,0.233,0.185,-0.762,-0.594,0.553,-0.340,-0.582,0.436,-3.041,0.211,-1.839
0:18:06.964,,2.778,-0.505,-2.181,3.684,-0.714,0.963,1.471,-0.591,1.299,-1.466,0.742,-1.787,-0.023,-0.991,0.203,-2.939
0:18:06.964,,2.696,0.500,-2.557,1.279,-1.284,-0.511,1.010,0.352,0.105,1.019,-1.152,-2.181,-0.061,0.423,1.387,-0.983
0:18:06.965,,1.305,1.381,-2.585,2.307,0.172,-1.855,-0.281,1.745,1.273,1.901,-0.303,-1.660,-0.452,-1.923,0.924,-1.937
0:18:06.965,,1.766,-0.013,-0.233,4.106,0.675,-1.029,-0.518,2.098,0.234,0.900,-1.702,-0.432,-0.541,-0.920,-1.419,-2.996
0:18:06.966,,1.345,2.101,-1.005,3.831,0.134,-0.214,-0.701,1.101,-0.329,0.897,-0.236,-1.538,-0.615,-0.627,-0.667,-3.552
0:18:06.966,,2.137,2.357,-1.997,3.555,-0.863,-1.685,1.828,0.089,2.154,-1.374,0.432,-1.271,-1.672,-1.701,-0.818,-1.282
0:18:06.967,,2.911,0.294,-2.426,2.743,0.664,0.678,1.719,1.095,2.153,-0.961,-1.965,-2.328,-0.413,-1.190,-0.989,-1.958
0:18:06.967,,1.824,1.365,0.005,1.012,-0.443,1.309,-1.192,1.058,1.683,-0.200,-1.745,-0.064,-0.004,-1.626,-1.563,-1.303
0:18:06.968,,2.930,1.936,-0.923,0.446,1.391,0.671,-1.595,0.788,0.168,-0.925,-0.239,0.261,1.120,-2.177,-1.578,-2.308
0:18:06.968,,3.134,0.256,-1.499,-1.174,1.910,1.082,-1.755,-0.318,1.370,0.395,-0.062,-0.769,-0.341,-1.680,-0.666,0.026
0:18:06.969,,2.883,0.785,-3.149,0.946,1.130,-0.359,-0.997,-1.550,1.776,-0.458,-0.359,-1.627,2.154,-1.354,0.109,0.114
